,title,movie_text_data
106,Straight Shooting,"Straight Shooting Straight Shooting Western John Ford George Hively Universal Film Manufacturing Company Harry Carey, Duke R. Lee, George Berrell, Molly Malone, Ted Brooks, Hoot Gibson, Milton Brown, Vester Pegg Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides."
107,A Tale of Two Cities,"A Tale of Two Cities A Tale of Two Cities Drama, History, Romance Frank Lloyd Charles Dickens, Frank Lloyd Fox Film Corporation William Farnum, Jewel Carmen, Charles Clary, Herschel Mayall, Rosita Marstini, Josef Swickard, Ralph Lewis, William Clifford, Marc B. Robbins, Olive White, Willard Louis, Harry De Vere, Florence Vidor, James Morrison Alcoholic lawyer Sydney Carton travels to Paris during the Reign of Terror to rescue French aristocrat Charles Darnay, husband of the woman he loves."
110,Tillie Wakes Up,"Tillie Wakes Up Tillie Wakes Up Comedy Harry Davenport Frances Marion, Mark Swan Peerless Productions Marie Dressler, Johnny Hines, Frank Beamish, Rubye De Remer, Ruth Barrett, Jack Brawn On the third floor of the apartment house at 003 Findlet Avenue lived Mr. and Mrs. Henry Tinkelpaw. The neighbors said it was a shame the way he neglected his poor wife, but Tillie's ..."
111,Tom Sawyer,"Tom Sawyer Tom Sawyer Adventure, Comedy, Drama William Desmond Taylor Mark Twain, Julia Crawford Ivers Oliver Morosco Photoplay Company Jack Pickford, George Hackathorne, Alice Marvin, Edythe Chapman, Robert Gordon, Antrim Short, Clara Horton, Helen Gilmore, Carl Goetz Tom Sawyer, a young Missouri lad, finds fun and adventure with his pals Joe Harper and Huckleberry Finn, running away to hide out on Jackson's Island and pretending to be Mississippi River ..."
113,Wild and Woolly,"Wild and Woolly Wild and Woolly Comedy, Western, Romance John Emerson Horace B. Carpenter, Anita Loos Douglas Fairbanks Pictures Douglas Fairbanks, Eileen Percy, Calvert Carter, Charles Stevens, Sam De Grasse A rich young Easterner who has always wanted to live in ""the Wild West"" plans to move to a Western town. Unknown to him, the town's ""wild"" days are long gone, and it is an orderly, ..."
114,Amarilly of Clothes-Line Alley,"Amarilly of Clothes-Line Alley Amarilly of Clothes-Line Alley Comedy, Romance Marshall Neilan Frances Marion, Belle K. Maniates Mary Pickford Company Mary Pickford, William Scott, Kate Price, Ida Waterman, Norman Kerry, Fred Goodwins, Margaret Landis, Tom Wilson Amarilly comes from a large family in a working-class neighborhood. She is happy with her family and her boyfriend Terry, a bartender in a cafe. But one day she meets Gordon, a sculptor who..."
118,The Blue Bird,"L'uccello blu The Blue Bird Family, Fantasy Maurice Tourneur Maurice Maeterlinck, Charles Maigne Paramount Pictures Tula Belle, Robin Macdougall, Edwin E. Reed, Emma Lowry, William J. Gross, Florence Anderson, Edward Elkas, Katherine Bianchi, Lillian Cook, Gertrude McCoy, Lyn Donelson, Charles Ascot, Tom Corless, Mary Kennedy, Eleanor Masters Two peasant children, Mytyl and Tyltyl, are led by Berylune, a fairy, to search for the Blue Bird of Happiness. Berylune gives Tyltyl a cap with a diamond setting, and when Tyltyl turns the..."
119,Broadway Love,"Broadway Love Broadway Love Romance Ida May Park Ida May Park, W. Carey Wonderly Universal Film Manufacturing Company Dorothy Phillips, Juanita Hansen, William Stowell, Harry von Meter, Lon Chaney, Gladys Tennyson, Eve Southern A small-town girl goes to New York hoping to become a star on Broadway, but the best she can do are roles as chorus girls. She falls in with a ""fast"" crowd, notably a ""party girl"" named ..."
123,The Forbidden City,"The Forbidden City The Forbidden City Drama, Romance Sidney Franklin Mary Murillo, George Scarborough Norma Talmadge Film Corporation Norma Talmadge, Thomas Meighan, E. Alyn Warren, Michael Rayle, L. Rogers Lytton, Reid Hamilton, Charles Fang A Chinese mandarin hopes to regain favor with the Emporer by betrothing her to him, but he doesn't know she's secretly married to the American consul and pregnant."
124,Hearts of the World,"Cuori del mondo Hearts of the World Drama, War D.W. Griffith D.W. Griffith, D.W. Griffith D.W. Griffith Productions Lillian Gish, Robert Harron, Dorothy Gish, Adolph Lestina, Josephine Crowell, Jack Cosgrave, Kate Bruce, Ben Alexander, Marion Emmons, Francis Marion, Robert Anderson, George Fawcett, George Siegmann, Fay Holderness, L. Lowry Young lovers in a French village are torn apart with the coming of the Great War."
125,Hell Bent,"Indemoniato Hell Bent Western John Ford John Ford, Harry Carey Universal Film Manufacturing Company Harry Carey, Duke R. Lee, Neva Gerber, Vester Pegg, Joe Harris, Steve Clemente, Millard K. Wilson, Molly Malone A cowboy must save his girlfriend from captivity and then cross the desert on foot with a single waterhole on the way."
126,Johanna Enlists,"Johanna Enlists Johanna Enlists Comedy, Romance William Desmond Taylor Rupert Hughes, Frances Marion Pickford Film Mary Pickford, Anne Schaefer, Fred Huntley, Monte Blue, Douglas MacLean, Emory Johnson, John Steppling, Wallace Beery, Wesley Barry, June Prentis, Jean Prentis A young girl, stifling on her father's backwoods farm, is reinvigorated by the arrival of an army regiment, come to train in the area."
127,M'Liss,"M'Liss M'Liss Comedy, Drama Marshall Neilan Bret Harte, Frances Marion Pickford Film Mary Pickford, Theodore Roberts, Thomas Meighan, Tully Marshall, Charles Ogle, Monte Blue, Winifred Greenwood, Helen Kelly, Val Paul, William H. Brown, John Burton, Charles A. Post, Guy Oliver M'liss, a feisty young girl in a mining camp, falls for Charles Gray, the school teacher. Charles is implicated in a murder of which he is innocent, and the two must fight to save him from ..."
128,The Married Virgin,"The Married Virgin The Married Virgin Drama Joseph Maxwell Hayden Talbot, Hayden Talbot Maxwell Productions (I) Vera Sisson, Rudolph Valentino, Frank Newburg, Kathleen Kirkham, Edward Jobson, Lillian Leighton An already engaged young woman is blackmailed into marrying a count in order to save her father from imprisonment."
129,Mickey,"Mickey Mickey Comedy, Drama F. Richard Jones, James Young Hampton Del Ruth, J.G. Hawks Mabel Normand Feature Film Company Mabel Normand, George Nichols, Laura La Varnie, Lew Cody, Minta Durfee, Wheeler Oakman, Tom Kennedy, Minnie Devereaux Mickey, an orphan who has been brought up in a mining settlement, is sent to New York to live with her aunt."
130,Old Wives for New,"Old Wives for New Old Wives for New Drama Cecil B. DeMille Jeanie Macpherson, David Graham Phillips Artcraft Pictures Corporation Elliott Dexter, Florence Vidor, Sylvia Ashton, Wanda Hawley, Theodore Roberts, Helen Jerome Eddy, Marcia Manon, Julia Faye, J. Parks Jones, Edna Mae Cooper, Gustav von Seyffertitz, Tully Marshall, Lillian Leighton, Mayme Kelso, Alice Terry Charles Murdock neglects his fat and lazy wife in favor of Juliet Raeburn but, when Juliet's name is involved in murder, he marries Viola and takes her to Paris."
131,A Pair of Silk Stockings,"A Pair of Silk Stockings A Pair of Silk Stockings Comedy, Romance Walter Edwards Cyril Harcourt, Edith M. Kennedy Select Pictures Corporation Constance Talmadge, Harrison Ford, Wanda Hawley, Vera Doria, Florence Carpenter, Thomas Persse, Louis Willoughby, Helen Haskell, Larry Steers, Robert Gordon, Sylvia Ashton A Pair of Silk Stockings is a 1918 American silent marital comedy film starring Constance Talmadge and Harrison Ford. It was directed by Walter Edwards and produced and distributed by ..."
132,A Romance of Happy Valley,"A Romance of Happy Valley A Romance of Happy Valley Drama, Romance D.W. Griffith D.W. Griffith D.W. Griffith Productions Lillian Gish, Robert Harron, George Fawcett, Kate Bruce, George Nichols, Bertram Grassby, Porter Strong, Adolph Lestina, Lydia Yeamans Titus, Andrew Arbuckle, Frances Sparks John Logan leaves his parents and sweetheart in bucolic Happy Valley to make his fortune in the city. Those he left behind become miserable and beleaguered in his absence, but after several..."
133,Shifting Sands,"Shifting Sands Shifting Sands Drama Albert Parker Charles T. Dazey Triangle Film Corporation Gloria Swanson, Joe King, Harvey Clark, Leone Carton, Lillian Langdon, Arthur Millett, Myrtle Rishell Marcia Grey is wrongly convicted on trumped-up evidence of a German. After serving her term, she rebuilds her life and marries well. The German then attempts to blackmail her into helping ..."
134,Shoulder Arms,"Charlot soldato Shoulder Arms Comedy, War Charles Chaplin Charles Chaplin Charles Chaplin Productions Edna Purviance, Charles Chaplin, Syd Chaplin, Loyal Underwood, Henry Bergman, Tom Wilson, Albert Austin, Jack Wilson Charlie is a boot camp private who has a dream of being a hero who goes on a daring mission behind enemy lines."
135,Stella Maris,"Stella Maris Stella Maris Drama Marshall Neilan William J. Locke, Frances Marion Pickford Film Mary Pickford, Ida Waterman, Herbert Standing, Conway Tearle, Marcia Manon, Josephine Crowell Two young women - a paraplegic girl sheltered by her wealthy guardians and a more experienced orphan - fall in love with a man separated from his violent wife."
136,Tarzan of the Apes,"Tarzan of the Apes Tarzan of the Apes Action, Adventure Scott Sidney Edgar Rice Burroughs, Fred Miller National Film Corporation of America Elmo Lincoln, Enid Markey, True Boardman, Kathleen Kirkham, George B. French, Gordon Griffith, Colin Kenny, Thomas Jefferson, Bessie Toner, Jack Wilson, Louis Morrison, Eugene Pallette, Fred L. Wilson Reared by a childless ape, the orphaned heir of the Greystokes becomes one of the apes. Then, Dr Porter organises a rescue expedition, and his beautiful daughter, Jane, catches his attention. Has Tarzan of the Apes found the perfect mate?"
138,The Unbeliever,"The Unbeliever The Unbeliever Drama, War Alan Crosland Mary Raymond Shipman Andrews Perfection Pictures Marguerite Courtot, Raymond McKee, Erich von Stroheim, Kate Lester, Frank DeVernon, Mortimer Martine, Blanche Davenport, Harold Hollacher, Darwin Karr, Earl Schenck, Gertrude Norman, Lew Hart, Thomas Holcomb, J.F. Rorke, Moss Gill A wealthy young American, bred to class distinction and racial intolerance, enters the Marines during the First World War. In the course of his training and his experiences in the trenches ..."
139,The Whispering Chorus,"The Whispering Chorus The Whispering Chorus Drama Cecil B. DeMille Jeanie Macpherson, Perley Poore Sheehan Famous Players-Lasky Corporation Raymond Hatton, Kathlyn Williams, Edythe Chapman, Elliott Dexter, Noah Beery, Guy Oliver, John Burton, Tully Marshall, William H. Brown, James Neill, Gustav von Seyffertitz, Walter Lynch, Edna Mae Cooper John Trimble has embezzled and obtains another identity by having a mutilated body buried in his place. He is later arrested for murdering himself. During the trial his mother, before dying..."
141,Ravished Armenia,"Ravished Armenia Ravished Armenia Drama, History, Romance Oscar Apfel Aurora Mardiganian, Henry Leyford Gates First National Pictures Aurora Mardiganian, Irving Cummings, Anna Q. Nilsson, Henry Morgenthau, Lillian West, Eugenie Besserer, Frank Clark, Howard Davies, Hector Dion, Miles McCarthy Aurora Mardiganian, a young and beautiful Armenian girl, lives with her parents in the Turkish city of Harpoot. Her father, a prosperous merchant, was preparing to send her to the West to ..."
145,Behind the Door,"Behind the Door Behind the Door Drama, Thriller, War Irvin Willat Gouverneur Morris, Luther Reed Thomas H. Ince Corporation Hobart Bosworth, Jane Novak, Wallace Beery, James Gordon, Richard Wayne, J.P. Lockney, Gibson Gowland, Otto Hoffman A German-American naval officer takes revenge against the German submarine commander who brutalized his wife."
146,Blind Husbands,"Mariti ciechi Blind Husbands Drama, Romance Erich von Stroheim Erich von Stroheim, Erich von Stroheim Universal Film Manufacturing Company Sam De Grasse, Francelia Billington, Erich von Stroheim, Gibson Gowland, Fay Holderness, Ruby Kendrick, Valerie Germonprez, Jack Perrin, Richard Cummings, Louis Fitzroy, William De Vaull, Jack Mathis, Percy Challenger An Austrian officer sets out to seduce a neglected young wife."
147,Broken Blossoms or The Yellow Man and the Girl,"Giglio infranto Broken Blossoms or The Yellow Man and the Girl Drama, Romance D.W. Griffith Thomas Burke, D.W. Griffith D.W. Griffith Productions Lillian Gish, Richard Barthelmess, Donald Crisp, Arthur Howard, Edward Peil Sr., George Beranger, Norman Selby A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences."
148,The Busher,"The Busher The Busher Drama, Sport Jerome Storm R. Cecil Smith, Earle Snell Thomas H. Ince Corporation Charles Ray, Colleen Moore, John Gilbert, Jay Morley, Otto Hoffman A young baseball pitcher in the bush leagues is discovered by a big-league manager and given his chance in the major leagues. But will he be up to the challenge?"
149,Daddy-Long-Legs,"Daddy-Long-Legs Daddy-Long-Legs Comedy, Drama Marshall Neilan Jean Webster, Agnes Christine Johnston Mary Pickford Company Mary Pickford, Milla Davenport, Percy Haswell, Fay Lemport, Mahlon Hamilton, Lillian Langdon, Betty Bouton, Audrey Chapman, Marshall Neilan, Carrie Clark Ward An orphan discovers that she has an anonymous benefactor who is willing to pay her college tuition, unaware he's the same man who has been romantically pursuing her."
150,The Delicious Little Devil,"The Delicious Little Devil The Delicious Little Devil Comedy, Drama Robert Z. Leonard Harvey F. Thew, John B. Clymer Universal Film Manufacturing Company Mae Murray, Richard Cummings, Harry L. Rattenberry, Edward Jobson, Rudolph Valentino, Bert Woodruff, Martha Mattox, William V. Mong, Ivor McFadden, Bertram Grassby, Alice Knowland, I.S. McVea's Band, Satchel McVea A poor hat-check girl loses her job and is forced to get a job as a dancer at a roadhouse. There she falls in love with the son of a rich businessman. The boy's father, believing her to be ..."
151,Don't Change Your Husband,"Don't Change Your Husband Don't Change Your Husband Comedy Cecil B. DeMille Jeanie Macpherson Artcraft Pictures Corporation Elliott Dexter, Gloria Swanson, Lew Cody, Sylvia Ashton, Theodore Roberts, Julia Faye, James Neill, Ted Shawn Leila Porter comes to dislike her husband James, a glue king who is always eating onions and looking sloppy. But after she divorces him and marries two-timing playboy Schuyler Van Sutphen the now-reformed James looks pretty good."
152,Eyes of Youth,"Eyes of Youth Eyes of Youth Drama Albert Parker Max Marcin, Albert Parker Harry Garson Productions Clara Kimball Young, Gareth Hughes, Pauline Starke, Sam Sothern, Edmund Lowe, Ralph Lewis, Milton Sills, Vincent Serrano, William Courtleigh, Norman Selby, Rudolph Valentino, Edward Kimball A young woman at a crossroads is shown what her future would be like for each choice."
153,"For Better, for Worse","For Better, for Worse For Better, for Worse Drama Cecil B. DeMille Jeanie Macpherson, Edgar Selwyn Famous Players-Lasky Corporation Elliott Dexter, Tom Forman, Gloria Swanson, Sylvia Ashton, Raymond Hatton, Theodore Roberts, Wanda Hawley, Winter Hall, Jack Holt, Fred Huntley Dr. Edward Meade and friend Richard Burton both love Sylvia Norcross. Both enlist in the military, but Meade stays back to care for deformed children. Sylvia thinks him a coward and marries..."
